age,gender,branch,degree,semester,cgpa,backlogs,attendance_percentage,programming_score,dsa_score,sql_score,web_dev_score,ml_score,cloud_score,aptitude_score,coding_test_score,communication_score,leadership_score,teamwork_score,interview_score,number_of_projects,project_quality_score,number_of_certifications,internship_experience,internship_count,hackathons_attended,github_contributions,resume_score,technical_skill_avg,soft_skill_avg,academic_score_index,experience_score,overall_readiness_index
21,Male,Computer Science,B.Tech,8,6.31,3,92.2,52.3,63.6,59.5,59.8,83.6,38.6,75.2,59.7,98.0,66.6,54.9,76.1,3,63.8,0,1,1,0,227,87.4,59.57,73.9,41.83,71.14,58.85
21,Male,Computer Science,B.Tech,8,7.52,2,80.2,55.4,57.3,74.3,44.1,34.1,87.5,43.6,54.1,54.8,62.1,73.9,56.4,4,92.2,3,1,3,2,7,88.6,58.78,61.8,56.7,100.0,64.94
20,Male,Information Technology,B.Tech,8,7.53,2,94.4,51.6,69.2,69.1,85.1,81.3,46.1,70.1,55.7,63.9,72.7,83.6,66.8,1,39.2,1,1,1,0,35,82.0,67.07,71.75,61.03,53.76,64.2
20,Female,Mechanical,B.Tech,8,7.66,0,68.6,69.5,59.0,76.1,78.6,98.0,62.2,81.0,60.8,68.0,62.8,73.8,69.7,3,64.7,3,0,0,1,92,78.9,73.9,68.58,74.2,65.41,71.65
22,Male,Electronics,B.Tech,8,6.05,0,98.0,56.2,54.1,64.3,56.8,55.9,50.6,63.9,60.7,57.7,48.7,59.8,73.3,3,59.7,1,1,1,0,92,74.3,56.32,59.88,71.75,75.91,64.6
20,Female,Computer Science,B.Tech,8,7.59,1,89.9,65.9,55.4,60.4,54.1,42.9,76.7,80.3,64.6,62.9,45.8,67.2,71.4,0,28.2,2,1,1,3,51,78.2,59.23,61.82,70.1,60.46,63.19
23,Female,Electronics,B.Tech,8,8.78,0,75.5,61.9,67.0,83.1,49.1,37.6,30.6,64.6,58.7,84.1,53.1,69.5,74.2,0,20.0,4,1,1,0,62,70.7,54.88,70.22,84.11,58.0,67.18
21,Male,Electronics,B.Tech,8,5.55,1,80.0,44.0,40.2,32.5,61.8,39.8,20.3,98.0,42.4,73.7,56.1,70.2,74.8,1,25.4,1,0,0,1,12,55.6,39.77,68.7,52.85,25.62,47.36
21,Male,Computer Science,B.Tech,8,6.78,0,75.8,72.1,63.9,59.7,57.5,74.4,55.4,66.5,63.4,68.5,65.6,77.0,58.9,1,40.8,2,0,0,2,119,64.9,63.83,67.5,70.2,40.24,62.94
22,Male,Electronics,B.Tech,8,7.84,0,90.9,63.5,48.0,59.0,64.5,38.1,54.1,82.7,55.2,72.1,53.5,66.4,66.3,1,37.3,0,1,3,2,179,75.7,54.53,64.58,82.15,71.19,67.32
21,Male,Information Technology,B.Tech,8,7.03,0,82.0,77.3,69.5,88.9,76.4,66.6,61.4,84.5,62.4,84.6,95.0,72.6,88.7,2,37.4,0,1,3,1,29,73.6,73.35,85.22,73.81,75.22,76.14
21,Female,Computer Science,B.Tech,8,5.55,0,86.4,49.2,42.6,53.1,60.7,44.8,66.5,81.3,31.1,48.7,71.2,77.9,54.0,1,20.0,0,0,0,0,1,45.8,52.82,62.95,64.77,14.0,52.61
23,Female,Computer Science,B.Tech,8,6.71,0,90.5,50.9,60.7,45.3,97.1,74.4,23.1,58.0,55.8,67.7,52.6,82.7,57.4,1,42.0,0,0,0,1,15,37.3,58.58,65.1,74.12,24.6,59.45
21,Female,Computer Science,B.Tech,8,7.13,0,91.8,63.2,66.0,68.7,79.9,43.4,45.2,71.8,63.8,98.0,60.5,57.5,77.6,3,68.7,0,1,2,3,95,76.2,61.07,73.4,77.45,92.61,73.18
22,Male,Electronics,B.Tech,8,6.89,4,81.9,64.1,61.9,66.8,28.6,75.1,52.5,71.5,66.4,76.4,71.9,69.2,63.4,2,54.0,0,0,0,1,169,52.4,58.17,70.22,32.8,36.2,49.67
22,Female,Computer Science,B.Tech,8,8.01,0,75.6,58.9,52.1,66.8,67.3,48.6,43.6,57.9,60.5,85.0,80.6,64.7,71.6,1,45.1,2,0,0,0,36,59.9,56.22,75.47,78.75,33.53,63.43
20,Male,Information Technology,B.Tech,8,8.17,0,74.9,52.0,65.6,62.6,74.4,46.4,36.9,36.8,57.5,58.0,47.7,66.1,46.5,3,62.9,1,1,1,0,75,79.2,56.32,54.58,79.66,76.87,66.06
22,Female,Computer Science,B.Tech,8,5.76,0,69.5,43.7,44.5,39.1,49.1,18.9,65.6,75.3,39.0,73.3,64.0,78.4,72.3,1,20.0,0,1,1,2,450,52.8,43.48,72.0,61.17,50.0,55.47
23,Female,Electronics,B.Tech,8,9.51,0,78.1,68.6,75.7,69.1,82.4,73.6,41.3,48.6,72.9,79.7,62.6,65.4,62.0,1,46.2,1,1,1,0,119,98.0,68.45,67.43,90.0,55.86,72.82
21,Female,Electrical,B.Tech,8,6.14,0,88.3,45.4,52.0,58.3,68.2,66.0,49.6,60.1,55.0,63.0,67.3,51.5,52.8,1,20.0,3,1,1,0,3,73.5,56.58,58.65,69.47,60.0,61.37
22,Male,Electronics,B.Tech,8,6.27,2,55.6,55.3,45.1,51.8,48.7,64.7,33.6,80.7,51.2,68.3,67.9,74.2,65.8,0,20.0,1,1,1,1,52,65.1,49.87,69.05,40.57,44.0,50.04
21,Male,Information Technology,B.Tech,8,7.62,0,88.0,59.6,73.2,63.1,60.9,67.9,57.8,44.9,73.8,70.8,42.6,79.5,67.7,3,53.8,3,0,0,0,253,87.4,63.75,65.15,79.74,58.14,67.99
21,Female,Mechanical,B.Tech,8,4.53,0,69.4,38.5,47.2,34.3,45.2,64.4,17.7,60.0,48.8,71.0,82.3,68.9,63.1,1,37.1,0,0,0,0,14,48.0,41.22,71.32,52.53,19.13,47.32
22,Male,Computer Science,B.Tech,8,6.01,0,91.8,50.0,43.8,50.9,74.3,71.4,41.7,70.4,46.9,69.2,55.9,60.2,68.9,3,46.3,1,1,1,0,39,78.4,55.35,63.55,69.61,71.89,63.75
21,Male,Electronics,B.Tech,8,8.64,0,89.3,79.2,64.2,75.2,54.6,77.7,48.6,70.2,78.7,67.3,70.3,84.7,60.1,1,40.2,0,1,1,0,6,70.0,66.58,70.6,87.27,48.06,70.81
21,Female,Information Technology,B.Tech,8,7.04,0,80.3,72.2,61.4,64.8,73.9,44.9,68.5,83.8,64.3,85.9,50.9,62.6,81.2,5,90.3,2,0,0,0,385,85.1,64.28,70.15,73.37,79.09,70.4
21,Male,Information Technology,B.Tech,8,7.77,0,95.6,52.0,62.5,61.8,79.4,57.5,68.7,60.0,56.2,82.0,92.6,85.8,69.1,4,69.3,1,0,0,1,72,82.1,63.65,82.38,83.07,62.79,73.09
22,Female,Computer Science,B.Tech,8,8.75,0,79.0,76.7,77.9,89.4,75.3,38.9,58.0,66.4,86.5,92.6,51.2,79.4,75.4,1,41.2,1,1,1,0,9,77.1,69.37,74.65,84.95,54.36,72.85
22,Male,Electronics,B.Tech,8,5.9,0,82.9,48.5,52.5,52.5,50.8,61.4,44.1,78.4,48.9,54.5,68.1,75.0,69.0,3,68.8,2,1,2,1,19,77.0,51.63,66.65,66.17,96.64,65.75
21,Male,Information Technology,B.Tech,8,6.7,0,64.9,58.6,43.2,60.2,86.4,47.2,29.9,83.4,57.8,89.6,77.1,63.7,79.8,2,62.6,1,0,0,0,102,69.2,54.25,77.55,66.37,40.78,60.53
23,Female,Computer Science,B.Tech,8,6.67,0,79.7,71.3,52.2,56.3,57.2,50.6,58.8,78.9,60.5,98.0,75.4,51.1,77.1,3,45.4,1,0,0,2,215,82.3,57.73,75.4,70.6,51.62,64.21
21,Male,Electronics,B.Tech,8,7.1,2,90.4,58.4,44.3,70.1,64.9,67.0,36.5,62.7,52.4,77.8,58.2,80.6,60.1,2,69.1,1,0,0,3,31,60.6,56.87,69.18,56.82,54.73,59.0
23,Male,Civil,B.Tech,8,,1,87.8,86.8,76.0,78.4,70.3,83.3,69.8,53.5,78.9,79.4,91.0,80.6,79.1,5,98.0,1,1,1,0,55,88.9,77.43,82.52,66.67,100.0,78.61
21,Female,Electronics,B.Tech,8,7.72,0,93.2,72.3,68.7,77.8,49.6,67.8,66.1,46.1,72.9,67.8,59.8,61.4,65.6,2,45.7,2,1,1,0,159,87.2,67.05,63.65,82.0,69.71,71.25
21,Female,Mechanical,B.Tech,8,6.61,0,98.0,57.1,62.4,62.2,53.2,53.7,68.6,50.2,57.2,81.8,49.6,72.8,71.4,1,41.2,1,0,0,0,83,63.4,59.53,68.9,75.67,26.36,61.27
20,Male,Computer Science,B.Tech,8,9.32,0,75.2,61.5,79.0,65.1,46.4,68.4,43.3,51.6,68.5,51.9,80.2,74.5,60.9,3,63.5,0,0,0,1,13,68.5,60.62,66.88,87.8,47.05,67.99
20,Female,Electrical,B.Tech,8,7.82,0,81.6,65.6,67.8,84.5,33.6,51.6,34.4,56.1,60.5,55.1,57.3,87.8,58.4,3,65.4,1,1,1,0,159,96.3,56.25,64.65,79.22,77.62,68.03
21,Male,Computer Science,B.Tech,8,8.07,4,66.7,78.7,79.4,79.7,58.1,80.9,54.3,55.7,76.8,60.7,86.2,70.4,65.9,4,75.8,3,0,0,1,99,77.9,71.85,70.8,36.5,76.74,61.77
21,Female,Information Technology,B.Tech,8,5.84,0,71.4,49.5,55.6,36.9,73.4,23.4,52.2,80.8,47.1,72.0,55.9,92.5,63.3,0,23.7,1,1,1,0,42,63.7,48.5,70.92,62.3,41.11,56.02
24,Male,Electronics,B.Tech,8,7.5,0,60.3,70.1,68.8,75.0,39.7,42.3,59.4,68.8,79.8,76.8,54.8,81.8,68.6,2,26.5,2,1,1,2,123,78.4,59.22,70.5,70.59,71.95,66.8
22,Male,Computer Science,B.Tech,8,7.51,3,85.2,53.0,54.2,53.9,57.9,60.6,60.5,34.0,63.5,76.0,52.6,73.6,53.5,3,76.4,4,1,1,0,115,98.0,56.68,63.92,48.13,98.92,61.9
23,Female,Information Technology,B.Tech,8,7.21,0,82.4,76.5,74.7,88.9,58.2,64.9,36.5,54.0,81.0,87.1,67.9,67.1,65.7,0,26.1,1,0,0,3,31,70.4,66.62,71.95,75.19,25.83,64.14
21,Female,Electronics,B.Tech,8,7.75,1,77.9,58.8,56.3,56.2,84.2,82.5,38.9,62.0,55.2,65.7,57.0,63.0,51.0,3,61.4,2,1,3,2,24,94.6,62.82,59.18,67.62,100.0,69.11
21,Male,Information Technology,B.Tech,8,7.21,0,79.8,67.8,48.6,58.2,65.9,61.5,44.1,72.9,56.4,54.0,61.7,74.2,64.6,2,65.8,1,0,0,0,41,62.5,57.68,63.62,74.41,41.74,61.5
20,Female,Electronics,B.Tech,8,5.65,2,73.2,43.9,54.9,55.0,59.3,60.3,40.8,66.9,53.3,76.5,78.6,72.8,56.7,2,56.0,3,1,1,0,32,88.3,52.37,71.15,41.51,78.8,56.83
21,Female,Electronics,B.Tech,8,8.42,0,93.2,50.4,56.6,66.1,53.4,18.2,39.1,38.9,60.6,76.1,75.9,77.4,71.4,4,78.8,0,1,1,0,243,85.4,47.3,75.2,86.9,83.64,70.21
22,Female,Computer Science,B.Tech,8,7.34,1,86.5,67.0,61.6,68.9,71.2,41.7,11.6,91.6,73.0,57.9,42.4,71.1,65.1,2,43.9,0,1,1,0,68,68.0,53.67,59.12,67.33,57.17,59.38
22,Male,Computer Science,B.Tech,8,6.76,0,87.3,65.5,55.6,75.1,45.1,38.8,63.7,66.5,54.8,98.0,65.8,63.0,78.8,0,20.0,1,0,0,4,41,43.7,57.3,76.4,73.51,28.0,61.59
21,Female,Computer Science,B.Tech,8,7.86,0,74.3,75.2,64.2,78.7,50.0,56.3,86.6,57.9,71.1,89.1,62.5,89.4,77.0,1,31.6,0,1,1,3,86,72.3,68.5,79.5,77.31,57.48,71.69
22,Male,Computer Science,B.Tech,8,6.53,1,86.3,59.6,60.9,62.4,72.9,45.5,80.6,59.0,69.1,60.8,66.6,82.5,52.5,4,70.0,3,1,1,0,109,98.0,63.65,65.6,61.6,99.0,68.73
21,Male,Electrical,B.Tech,8,5.8,0,74.3,46.8,46.3,52.1,32.6,51.8,72.0,60.9,48.2,55.3,79.7,67.6,51.9,1,41.7,1,1,1,0,97,70.1,50.27,63.62,62.89,54.51,57.36
20,Female,Computer Science,B.Tech,8,9.29,0,79.9,74.8,66.3,77.1,63.7,11.2,86.3,73.4,80.1,67.8,65.1,62.9,69.1,4,74.6,0,1,1,0,353,93.5,63.23,66.22,89.0,82.38,74.43
22,Male,Electronics,B.Tech,8,8.71,0,98.0,74.6,57.1,86.0,64.4,55.6,42.3,87.0,71.6,78.2,85.6,74.9,75.5,1,27.1,1,1,3,0,27,85.5,63.33,78.55,90.37,66.13,74.91
22,Male,Information Technology,B.Tech,8,6.47,0,77.7,61.5,55.4,52.9,78.6,27.6,59.8,67.2,57.7,67.9,58.3,70.2,79.3,0,23.2,3,1,2,0,48,56.9,55.97,68.92,68.6,60.96,63.1
20,Female,Computer Science,B.Tech,8,7.79,0,94.8,62.6,61.1,68.6,51.2,52.9,61.1,52.0,59.2,88.1,55.4,67.9,67.9,2,45.5,1,1,1,3,27,86.1,59.58,69.82,82.97,75.65,71.06
22,Male,Computer Science,B.Tech,8,6.13,0,68.9,34.7,43.4,38.5,17.7,82.7,39.5,61.6,43.9,70.4,81.5,68.3,55.2,2,28.9,1,0,0,2,279,62.3,42.75,68.85,63.58,38.67,53.61
21,Female,Information Technology,B.Tech,8,6.38,1,77.9,49.3,48.0,47.4,51.3,49.5,82.0,72.0,42.7,73.0,80.6,72.0,56.5,2,39.2,1,1,1,1,111,75.4,54.58,70.53,58.03,65.76,60.48
22,Female,Electrical,B.Tech,8,5.73,0,75.0,56.9,44.7,57.7,71.5,48.9,64.8,80.0,46.5,67.5,62.4,78.7,64.5,5,92.5,3,1,2,0,21,85.5,57.42,68.28,62.61,100.0,67.54
23,Female,Electrical,B.Tech,8,8.25,0,85.8,70.1,67.4,73.9,49.8,10.0,90.8,63.8,61.5,67.8,72.7,82.1,63.0,2,32.7,1,0,0,0,2,77.2,60.33,71.4,83.49,31.81,65.21
22,Female,Civil,B.Tech,8,8.13,0,93.8,56.3,65.4,64.2,15.0,37.6,58.9,61.4,55.6,77.5,52.8,77.3,75.1,0,31.3,1,1,1,1,17,93.1,49.57,70.68,85.05,47.39,64.11
21,Male,Computer Science,B.Tech,8,7.74,1,75.1,59.3,54.5,61.3,86.9,42.2,73.9,62.2,45.3,80.4,76.3,90.6,61.2,2,52.4,0,1,1,0,58,85.7,63.02,77.12,66.71,59.72,66.45
21,Female,Computer Science,B.Tech,8,6.41,4,80.3,48.7,42.2,51.5,53.9,15.6,60.6,66.9,47.1,75.1,68.7,71.5,44.4,4,81.3,0,0,0,2,100,60.0,45.42,64.92,28.96,64.39,47.23
21,Female,Computer Science,B.Tech,8,5.42,2,98.0,47.9,46.8,62.8,73.5,43.4,48.8,90.3,47.0,58.0,68.4,70.3,66.3,3,64.7,2,1,1,4,164,91.6,53.87,65.75,47.34,99.41,61.12
21,Male,Information Technology,B.Tech,8,6.8,0,87.5,59.3,48.3,57.5,78.8,79.5,53.3,78.6,51.7,,93.6,73.6,58.7,1,28.0,2,1,1,0,76,81.1,62.78,75.3,73.85,56.4,67.65
21,Male,Computer Science,B.Tech,8,8.24,0,81.7,56.2,58.5,51.7,76.2,34.3,53.1,72.5,63.9,73.5,81.8,64.5,69.0,1,41.4,1,1,1,1,53,74.5,55.0,72.2,82.19,58.42,67.11
21,Female,Mechanical,B.Tech,8,8.43,0,74.8,59.0,58.7,62.6,64.4,55.3,52.3,51.2,60.4,74.3,61.8,66.0,64.8,2,48.0,2,1,3,0,141,91.3,58.72,66.72,81.45,86.4,71.29
21,Male,Information Technology,B.Tech,8,5.97,1,96.1,65.1,50.1,58.1,86.2,43.7,39.1,74.5,58.5,73.4,49.4,92.8,67.1,2,50.9,1,0,0,1,89,54.1,57.05,70.68,60.62,41.27,58.48
21,Female,Civil,B.Tech,8,6.9,0,73.0,57.9,48.9,59.0,62.6,53.0,84.2,70.3,51.0,63.6,54.6,52.6,67.9,0,29.1,0,1,1,0,14,52.1,60.93,59.68,70.2,36.73,59.83
22,Female,Civil,B.Tech,8,6.98,0,91.2,59.3,52.0,73.6,52.0,75.0,95.0,80.8,58.5,74.8,62.7,62.3,70.7,1,31.7,4,1,1,1,19,84.7,67.82,67.62,76.22,73.51,71.15
21,Female,Electrical,B.Tech,8,8.31,0,73.6,61.8,51.5,64.3,52.0,35.3,70.1,51.5,55.7,71.8,75.0,63.3,58.3,4,79.4,1,1,1,1,127,96.4,55.83,67.1,80.25,93.82,71.11
23,Male,Information Technology,B.Tech,8,6.17,2,92.8,43.1,30.7,42.6,80.4,40.3,19.2,56.0,44.7,53.5,70.8,70.5,48.2,0,20.0,0,0,0,2,69,39.2,42.72,60.75,51.03,14.0,44.51
24,Female,Computer Science,B.Tech,8,8.12,1,60.1,83.5,67.9,83.2,66.4,38.1,46.5,71.5,65.6,66.8,67.9,78.7,72.6,5,80.2,0,0,0,0,189,73.6,64.27,71.5,64.87,64.06,65.86
21,Female,Information Technology,B.Tech,8,6.26,0,92.7,62.9,43.0,65.1,85.1,56.3,66.4,63.3,60.0,63.4,57.0,67.9,50.3,2,46.7,1,1,1,0,24,74.4,63.13,59.65,71.63,64.01,65.12
22,Male,Mechanical,B.Tech,8,8.04,0,92.7,59.3,68.2,76.1,55.0,50.0,41.3,65.8,63.5,63.5,53.6,75.4,68.9,2,50.8,0,1,1,0,73,77.4,58.32,65.35,84.09,59.24,67.6
23,Male,Information Technology,B.Tech,8,5.71,0,73.1,45.1,48.1,58.5,41.7,30.0,43.5,73.2,44.4,63.3,59.8,67.9,73.3,3,61.7,2,0,0,0,49,74.6,44.48,66.08,61.9,54.51,55.53
22,Female,Computer Science,B.Tech,8,7.63,2,91.1,53.2,54.2,65.7,55.0,54.9,23.8,49.5,54.5,90.3,92.7,35.0,55.2,2,45.4,3,1,2,0,22,85.1,51.13,68.3,60.74,83.62,62.32
21,Male,Mechanical,B.Tech,8,7.92,0,82.4,70.5,80.6,73.8,50.8,61.6,70.0,58.6,79.3,72.0,56.2,74.9,52.5,1,43.5,2,1,2,0,75,87.8,67.88,63.9,80.16,69.05,70.94
21,Male,Information Technology,B.Tech,8,7.9,0,67.4,63.7,60.3,69.7,85.8,70.4,54.2,57.3,71.1,69.1,95.0,63.7,59.3,2,64.4,2,1,1,1,9,75.3,67.35,71.78,75.52,79.32,72.48
21,Female,Computer Science,B.Tech,8,9.34,0,94.3,70.0,78.2,74.6,82.0,67.7,62.2,57.6,68.9,52.4,65.4,82.7,64.5,2,51.3,2,1,1,0,200,98.0,72.45,66.25,93.67,71.39,77.42
21,Male,Information Technology,B.Tech,8,6.79,0,68.4,42.6,47.3,37.1,56.9,94.0,53.6,70.4,40.2,68.7,86.2,78.2,73.7,2,56.7,0,0,0,0,15,42.5,55.25,76.7,68.05,33.01,60.04
22,Female,Electrical,B.Tech,8,7.65,0,75.1,58.9,43.5,57.1,46.2,50.2,49.0,82.8,54.7,65.5,61.6,71.0,70.9,1,29.5,2,0,0,1,24,51.8,50.82,67.25,76.08,32.85,58.99
21,Male,Information Technology,B.Tech,8,7.08,1,86.2,49.6,50.1,67.4,62.4,22.7,44.8,74.2,41.9,61.1,61.1,83.7,59.1,3,72.9,1,1,2,3,65,67.6,49.5,66.25,65.42,99.87,65.18
22,Male,Computer Science,B.Tech,8,8.0,0,75.1,68.9,77.1,63.6,98.0,63.0,47.8,70.6,77.5,69.5,61.7,75.2,80.3,3,77.9,1,0,0,0,102,70.6,69.73,71.68,78.53,53.37,70.31
21,Male,Information Technology,B.Tech,8,7.8,0,55.0,77.4,74.0,67.1,64.9,48.7,48.7,71.4,69.9,74.1,62.1,61.0,71.6,0,20.0,3,0,0,0,11,70.8,63.47,67.2,71.1,24.0,60.58
20,Other,Computer Science,B.Tech,8,7.04,0,88.4,77.9,64.7,63.6,58.8,87.8,31.4,68.7,76.7,84.1,61.0,60.0,80.1,1,41.8,0,0,0,1,61,59.0,64.03,71.3,75.8,24.54,63.09
20,Male,Civil,B.Tech,8,7.9,0,85.3,80.8,55.0,82.5,74.6,53.5,37.8,83.5,69.7,68.6,76.6,79.7,65.7,1,20.0,2,0,0,0,61,53.9,64.03,72.65,80.89,26.0,65.11
21,Female,Electronics,B.Tech,8,7.74,1,89.6,62.0,60.2,72.1,58.8,67.0,44.1,85.2,68.9,65.7,58.6,68.4,63.0,5,98.0,0,1,1,0,106,93.7,60.7,63.92,71.06,97.4,69.96
23,Male,Electronics,B.Tech,8,6.38,0,85.2,57.9,63.8,60.0,79.4,55.2,53.9,69.6,66.2,72.4,77.1,83.6,77.4,1,27.8,2,0,0,0,20,53.6,61.7,77.62,70.22,28.34,62.44
21,Male,Electronics,B.Tech,8,5.8,0,76.6,44.6,49.8,59.9,59.0,61.4,87.4,86.4,51.2,78.1,60.5,65.9,73.7,1,40.5,3,0,0,1,20,58.9,60.35,69.55,63.58,42.15,60.43
21,Male,Computer Science,B.Tech,8,7.38,0,84.8,55.3,49.7,37.8,65.5,24.7,54.5,78.8,54.1,87.5,44.0,60.3,72.9,1,24.0,2,1,2,4,25,77.9,47.92,66.18,77.1,79.2,65.02
22,Male,Electrical,B.Tech,8,8.85,0,63.6,76.2,62.1,60.1,95.7,55.3,51.9,49.3,71.2,77.5,69.4,62.4,67.9,1,42.4,1,1,2,1,41,78.6,66.88,69.3,81.03,66.72,71.58
23,Male,Computer Science,B.Tech,8,5.63,0,92.7,68.2,74.9,66.4,55.4,40.0,77.7,79.6,77.8,75.9,56.6,66.8,75.2,2,43.4,1,1,2,1,7,68.7,63.77,68.62,67.22,75.02,67.46
22,Male,Computer Science,B.Tech,8,8.36,0,98.0,75.6,60.5,94.5,52.9,57.9,37.2,89.0,63.4,47.7,75.2,78.5,57.0,2,58.1,1,1,1,1,52,98.0,63.1,64.6,87.92,71.43,72.1
23,Female,Computer Science,B.Tech,8,5.85,0,75.9,59.9,54.0,43.7,71.5,10.0,33.3,76.2,59.2,60.1,86.6,82.7,58.9,1,35.5,0,0,0,0,211,51.2,45.4,72.07,63.72,18.65,52.22
20,Male,Computer Science,B.Tech,8,7.62,0,93.0,60.9,65.4,60.1,54.4,65.3,63.4,66.9,67.3,70.0,70.8,69.1,62.9,5,96.2,0,0,0,0,450,72.6,61.58,68.2,81.24,68.86,69.89
22,Female,Computer Science,B.Tech,8,7.13,0,98.0,76.0,73.0,73.2,59.8,38.7,57.1,72.7,87.1,73.1,55.6,73.5,68.2,2,71.6,0,0,0,0,52,71.0,62.97,67.6,79.31,37.48,64.97
20,Female,Information Technology,B.Tech,8,9.83,1,69.3,88.9,74.1,70.8,54.9,52.4,69.9,95.6,73.4,57.9,53.6,62.6,68.6,1,28.8,4,1,1,0,41,91.7,68.5,60.68,79.6,68.64,70.29
22,Female,Electrical,B.Tech,8,6.62,0,86.7,72.6,61.1,67.7,42.0,50.3,56.0,66.6,74.6,77.2,59.5,60.0,81.3,1,28.1,1,1,1,0,142,71.6,58.28,69.5,72.35,50.43,63.57
21,Male,Information Technology,B.Tech,8,6.65,0,81.7,52.5,47.7,34.6,62.5,46.7,44.9,72.5,57.7,81.4,34.8,90.6,71.6,2,56.7,2,0,0,0,47,72.6,48.15,69.6,71.06,45.01,58.84
20,Male,Computer Science,B.Tech,8,7.28,0,88.3,60.1,68.8,55.9,93.4,73.7,17.1,57.7,60.0,73.1,78.6,68.9,70.8,0,34.9,4,1,2,2,53,77.0,61.5,72.85,77.45,78.47,71.1
22,Male,Mechanical,B.Tech,8,6.32,0,89.7,45.5,60.1,48.4,57.2,87.7,55.1,68.0,55.6,83.1,69.2,86.6,65.4,2,51.6,1,0,0,0,89,66.4,59.0,76.08,71.15,37.48,62.83
22,Female,Computer Science,B.Tech,8,8.46,0,91.3,74.3,67.5,77.7,70.9,29.1,41.8,75.1,74.0,62.7,39.3,59.9,69.2,1,29.5,2,0,0,0,109,56.0,60.22,57.78,86.61,28.85,62.94
22,Male,Electrical,B.Tech,8,7.81,0,74.0,67.4,71.5,61.7,81.5,44.0,61.9,51.5,58.9,,46.4,75.5,63.7,0,34.0,2,1,3,0,11,80.0,64.67,61.87,76.87,66.2,68.0
21,Male,Information Technology,B.Tech,8,8.08,0,71.0,60.3,62.8,75.6,57.8,80.0,50.0,86.4,66.3,62.8,54.6,67.7,77.2,2,53.4,0,0,0,2,12,51.4,64.42,65.58,77.86,40.02,65.02
22,Male,Information Technology,B.Tech,8,6.7,0,73.0,39.7,41.7,53.2,80.4,75.2,55.9,51.6,45.2,82.3,84.7,71.0,53.9,0,34.5,0,1,1,0,69,67.1,57.68,72.97,68.8,38.35,61.17
22,Male,Information Technology,B.Tech,8,7.49,0,87.9,81.3,54.7,82.2,71.7,59.6,35.0,75.5,72.6,64.5,61.3,60.4,66.9,5,93.1,0,1,1,0,161,74.2,64.08,63.28,78.8,95.93,73.11
22,Female,Electrical,B.Tech,8,5.8,0,74.0,53.2,57.0,50.5,49.8,29.7,66.8,68.7,48.9,68.6,34.0,72.4,62.0,2,52.1,0,1,1,0,85,71.6,51.17,59.25,62.8,59.63,57.54
20,Female,Computer Science,B.Tech,8,8.12,0,72.8,79.4,79.2,67.3,55.9,30.5,57.7,50.5,89.9,59.1,64.1,56.7,63.9,1,22.9,2,1,1,0,157,83.2,61.67,60.95,78.68,54.87,65.61
20,Female,Computer Science,B.Tech,8,7.36,0,83.7,77.0,61.9,56.9,81.8,73.3,95.0,69.4,64.5,64.7,76.6,72.8,58.9,3,88.8,1,0,0,1,58,70.6,74.32,68.25,76.63,60.64,71.75
24,Male,Electrical,B.Tech,8,8.6,1,69.6,69.7,61.1,75.8,62.2,55.6,50.2,68.5,70.5,80.3,40.8,69.6,78.5,3,52.8,2,0,0,3,80,80.1,62.43,67.3,71.08,63.84,66.21
22,Male,Computer Science,B.Tech,8,7.47,0,98.0,75.0,81.8,80.7,63.7,79.0,38.0,65.7,81.5,79.4,79.6,74.2,73.2,2,43.5,0,1,3,2,31,64.5,69.7,76.6,81.69,81.05,76.38
21,Male,Information Technology,B.Tech,8,6.36,3,74.0,56.7,66.9,54.2,95.5,33.2,56.0,62.1,71.5,77.3,69.9,73.1,69.6,1,45.2,1,0,0,0,50,63.7,60.42,72.47,36.72,27.56,50.79
21,Female,Electronics,B.Tech,8,8.69,0,79.5,52.3,45.9,47.9,56.1,40.3,29.5,62.8,47.5,66.1,63.8,72.7,62.9,2,40.0,1,1,3,0,206,79.9,45.33,66.37,84.68,78.0,66.24
21,Female,Computer Science,B.Tech,8,7.54,4,65.6,66.4,77.8,69.6,71.2,36.9,48.5,73.9,80.0,69.6,75.3,80.9,71.1,3,61.2,1,1,1,2,338,87.9,61.73,74.22,32.46,84.36,58.84
22,Female,Computer Science,B.Tech,8,6.51,0,81.6,56.3,55.6,43.7,58.0,45.0,17.2,53.1,45.6,89.7,58.3,98.0,62.0,1,57.7,1,0,0,3,2,57.7,45.97,77.0,70.05,43.31,59.0
22,Female,Information Technology,B.Tech,8,8.04,2,81.2,45.6,49.1,43.4,56.6,39.3,62.8,51.2,47.4,52.1,68.7,51.6,42.6,2,32.9,1,1,1,0,134,81.3,49.47,53.75,60.64,59.87,55.24
22,Male,Electronics,B.Tech,8,5.07,0,77.9,51.8,32.6,42.3,89.4,72.1,40.6,90.0,40.8,88.8,58.3,57.0,79.1,2,51.1,0,1,1,0,13,73.6,54.8,70.8,58.86,59.33,59.9
21,Male,Computer Science,B.Tech,8,6.14,1,72.6,66.6,62.2,56.5,51.6,88.9,51.0,64.5,69.7,66.9,62.1,71.9,64.4,1,23.0,2,0,0,0,17,67.5,62.8,66.32,54.76,26.9,55.71
