student_id,age,gender,branch,degree,semester,cgpa,backlogs,attendance_percentage,programming_score,dsa_score,sql_score,web_dev_score,ml_score,cloud_score,aptitude_score,coding_test_score,communication_score,leadership_score,teamwork_score,interview_score,number_of_projects,project_quality_score,number_of_certifications,internship_experience,internship_count,hackathons_attended,github_contributions,resume_score,placement_status
STU1778,22,Female,Electronics,B.Tech,8,7.95,0,97.3,82.0,81.7,72.4,64.6,46.3,56.2,75.8,88.1,60.3,61.1,76.6,77.0,3,70.1,1,0,0,0,56,75.9,1
STU1779,22,Male,Mechanical,B.Tech,8,5.93,0,94.9,39.0,39.2,43.9,53.2,69.5,45.7,86.6,47.8,80.2,89.1,62.8,81.6,1,50.9,1,0,0,2,15,51.7,0
STU1780,22,Male,Information Technology,B.Tech,8,8.03,1,94.8,58.4,69.7,71.6,62.2,49.1,56.5,79.2,62.5,74.4,61.2,65.4,73.6,0,20.0,1,1,1,1,6,70.7,1
STU1781,21,Male,Computer Science,B.Tech,8,7.42,1,95.7,72.7,73.2,68.1,44.5,57.0,69.8,70.5,64.7,55.8,72.8,63.9,82.3,3,85.5,1,1,2,0,83,87.4,1
STU1782,21,Male,Computer Science,B.Tech,8,7.72,0,84.8,71.2,70.7,77.3,50.1,82.3,59.3,46.9,75.2,60.4,62.7,65.8,60.7,2,54.1,3,1,2,1,16,83.8,1
STU1783,21,Male,Electrical,B.Tech,8,6.49,2,82.3,65.0,58.5,54.9,57.8,68.8,81.2,64.3,60.4,88.8,87.8,86.2,78.1,1,32.1,2,0,0,1,65,60.7,0
STU1784,21,Male,Electrical,B.Tech,8,5.37,0,90.3,39.7,40.9,40.5,47.8,32.7,69.4,63.3,45.0,58.9,66.2,80.0,51.2,3,89.0,2,0,0,0,148,65.1,0
STU1785,23,Male,Computer Science,B.Tech,8,7.75,0,89.0,66.9,58.0,88.1,54.4,44.7,60.4,52.1,63.9,81.2,66.6,60.2,75.2,3,73.3,1,1,1,0,87,92.7,1
STU1786,21,Female,Information Technology,B.Tech,8,4.93,0,79.1,43.4,36.2,36.2,59.5,77.6,35.6,47.2,35.4,64.3,63.0,76.8,57.0,2,45.5,0,0,0,1,225,44.8,0
STU1787,21,Male,Information Technology,B.Tech,8,6.85,0,85.8,60.3,68.8,52.6,68.0,57.6,49.1,74.9,64.8,70.0,67.8,67.7,79.9,2,50.8,2,0,0,1,16,49.4,1
STU1788,21,Male,Computer Science,B.Tech,8,8.24,0,81.7,56.2,58.5,51.7,76.2,34.3,53.1,72.5,63.9,73.5,81.8,64.5,69.0,1,41.4,1,1,1,1,53,74.5,1
STU1789,23,Male,Civil,B.Tech,8,7.41,0,73.9,76.0,76.8,84.9,55.0,40.3,63.1,51.7,75.7,44.8,76.8,55.7,48.9,3,63.5,3,1,2,1,20,94.8,1
STU1790,21,Female,Computer Science,B.Tech,8,9.34,0,94.3,70.0,78.2,74.6,82.0,67.7,62.2,57.6,68.9,52.4,65.4,82.7,64.5,2,51.3,2,1,1,0,200,98.0,1
STU1791,21,Male,Computer Science,B.Tech,8,8.33,0,82.5,90.6,75.8,80.8,76.1,72.9,54.7,84.3,75.3,71.0,88.8,57.0,66.2,2,41.8,0,1,1,0,258,72.8,1
STU1792,21,Male,Information Technology,B.Tech,8,6.48,1,98.0,62.5,60.4,54.9,69.6,55.3,53.9,55.7,57.6,61.3,77.2,71.4,57.3,4,63.1,2,1,1,2,67,93.3,1
STU1793,22,Male,Electronics,B.Tech,8,7.23,0,66.6,66.7,40.7,74.2,64.3,98.0,63.5,70.4,51.6,82.0,58.9,61.6,67.3,0,21.1,2,0,0,2,22,66.0,0
STU1794,20,Male,Computer Science,B.Tech,8,7.15,0,76.7,65.0,46.3,58.4,66.8,69.8,38.3,65.3,59.7,50.7,45.7,80.5,68.0,0,21.4,1,1,2,1,20,73.6,0
STU1795,22,Male,Electronics,B.Tech,8,5.46,1,82.3,38.7,29.9,60.0,79.8,50.6,79.1,75.1,28.7,76.8,59.2,68.3,64.1,1,40.3,1,0,0,4,153,44.5,0
STU1796,23,Male,Information Technology,B.Tech,8,6.17,2,92.8,43.1,30.7,42.6,80.4,40.3,19.2,56.0,44.7,53.5,70.8,70.5,48.2,0,20.0,0,0,0,2,69,39.2,0
STU1797,21,Male,Computer Science,B.Tech,8,6.58,3,85.8,56.4,47.8,59.0,82.0,37.5,75.3,69.3,45.4,65.8,73.4,70.9,61.1,3,51.6,0,0,0,0,242,64.8,0
STU1798,22,Male,Computer Science,B.Tech,8,4.96,0,84.9,41.0,39.6,49.0,62.6,61.0,51.3,70.4,52.0,57.2,84.0,75.3,47.8,2,40.3,2,1,2,0,12,85.8,0
STU1799,23,Male,Information Technology,B.Tech,8,7.25,0,71.3,61.8,64.1,66.0,70.3,46.2,68.0,71.2,71.6,92.8,49.7,72.1,78.2,1,45.6,0,1,2,0,50,69.1,1
STU1800,22,Female,Computer Science,B.Tech,8,6.93,0,71.0,56.8,69.2,65.3,82.2,85.1,57.8,69.1,63.7,53.9,58.9,71.5,63.7,1,28.3,2,1,1,0,88,74.4,1
STU1801,21,Female,Civil,B.Tech,8,5.36,0,85.1,41.5,33.3,47.6,52.6,81.4,57.5,72.8,29.2,68.5,48.5,66.3,53.4,1,30.6,1,0,0,2,177,39.5,0
STU1802,21,Male,Electrical,B.Tech,8,7.64,2,69.0,62.8,47.4,65.0,57.2,66.4,60.9,98.0,54.8,49.3,46.3,54.7,56.2,5,91.9,3,1,1,0,72,98.0,1
STU1803,22,Male,Civil,B.Tech,8,7.99,0,76.9,62.0,57.1,54.8,62.2,33.8,64.9,98.0,57.6,89.2,56.2,59.7,79.3,3,58.8,4,1,3,2,43,92.2,1
STU1804,21,Female,Computer Science,B.Tech,8,7.45,0,86.8,70.2,60.8,71.5,75.5,42.9,46.7,59.1,59.1,74.8,70.1,79.9,66.3,2,43.1,2,1,1,1,234,83.0,1
STU1805,22,Male,Civil,B.Tech,8,6.84,0,72.7,66.0,56.2,82.1,75.7,77.6,68.6,35.5,62.6,71.6,75.8,68.6,53.4,2,41.3,1,1,1,1,5,64.3,1
STU1806,23,Male,Information Technology,B.Tech,8,7.85,0,97.3,65.0,81.7,96.4,58.5,44.9,34.6,76.3,69.2,87.7,51.7,64.7,76.2,2,64.0,1,1,1,0,63,77.8,1
STU1807,23,Female,Computer Science,B.Tech,8,7.95,1,93.6,70.3,81.0,83.1,39.4,75.2,51.9,70.6,72.1,71.8,53.7,56.5,75.9,1,41.8,0,0,0,0,48,48.7,1
STU1808,21,Male,Computer Science,B.Tech,8,7.54,0,67.1,67.4,78.1,87.1,65.7,63.5,65.4,82.9,71.7,72.6,40.1,53.1,80.6,5,98.0,0,1,2,1,24,97.7,1
STU1809,20,Male,Computer Science,B.Tech,8,6.29,0,73.1,65.2,66.4,65.0,48.2,55.9,67.9,72.0,62.9,71.6,68.0,64.3,70.9,3,79.5,1,0,0,2,57,57.3,1
STU1810,24,Male,Electronics,B.Tech,8,7.5,0,60.3,70.1,68.8,75.0,39.7,42.3,59.4,68.8,79.8,76.8,54.8,81.8,68.6,2,26.5,2,1,1,2,123,78.4,1
STU1811,22,Female,Information Technology,B.Tech,8,8.52,0,74.6,89.5,85.2,91.3,43.0,53.3,45.7,83.8,84.7,64.1,88.3,65.9,79.9,2,53.4,1,1,1,1,44,85.3,1
STU1812,20,Male,Computer Science,B.Tech,8,6.54,0,89.3,53.8,46.5,48.9,66.9,58.4,66.3,85.8,52.4,67.4,70.7,76.4,65.5,2,44.1,1,1,1,0,36,71.5,1
STU1813,23,Female,Electronics,B.Tech,8,9.51,0,78.1,68.6,75.7,69.1,82.4,73.6,41.3,48.6,72.9,79.7,62.6,65.4,62.0,1,46.2,1,1,1,0,119,98.0,1
STU1814,22,Other,Computer Science,B.Tech,8,6.62,0,86.4,49.2,50.7,67.7,62.6,39.1,80.0,56.6,51.7,73.3,56.0,79.0,67.7,1,27.6,3,0,0,2,350,70.9,1
STU1815,21,Male,Information Technology,B.Tech,8,7.24,0,67.5,62.2,65.9,56.7,65.2,50.3,50.6,66.5,66.2,68.6,44.1,68.1,69.3,2,39.5,0,0,0,0,145,59.1,1
STU1816,21,Male,Information Technology,B.Tech,8,6.46,2,89.6,50.4,54.7,47.7,79.7,55.8,27.4,69.4,57.0,53.2,45.8,58.4,57.8,0,20.0,0,0,0,1,112,48.8,0
STU1817,21,Male,Electrical,B.Tech,8,7.45,2,76.7,79.5,85.8,94.0,38.8,66.9,32.9,64.8,84.0,88.0,56.3,69.0,71.0,0,20.0,3,0,0,1,168,43.0,1
STU1818,20,Male,Electrical,B.Tech,8,5.28,3,82.1,48.2,45.1,58.1,69.8,38.6,52.7,74.1,47.8,62.1,55.2,92.2,56.1,2,59.1,0,1,1,0,155,76.0,0
STU1819,21,Male,Information Technology,B.Tech,8,6.6,0,81.1,66.8,53.1,72.0,61.8,31.3,54.2,81.9,60.2,81.8,51.0,91.7,85.3,4,82.6,2,1,2,0,450,93.5,1
STU1820,22,Female,Information Technology,B.Tech,8,6.0,0,69.9,50.3,55.7,50.2,70.5,67.1,83.5,92.1,52.3,72.1,70.3,77.4,64.1,4,68.0,2,0,0,3,182,71.4,1
STU1821,20,Female,Information Technology,B.Tech,8,7.35,0,71.0,62.6,51.3,59.5,54.7,27.7,35.4,76.1,52.4,54.5,72.2,70.5,58.5,0,41.5,1,1,1,2,65,72.9,1
STU1822,21,Female,Electrical,B.Tech,8,,2,91.2,49.2,66.6,65.1,49.7,78.1,52.6,56.1,57.6,85.0,58.6,75.3,70.7,1,41.5,1,0,0,2,92,67.7,0
STU1823,21,Male,Computer Science,B.Tech,8,7.91,3,85.8,65.1,58.7,76.9,64.1,52.2,35.0,65.9,63.1,73.1,92.1,75.5,68.5,2,57.8,3,1,3,0,221,85.3,1
STU1824,21,Female,Computer Science,B.Tech,8,4.59,1,92.0,39.2,49.5,48.1,86.7,27.1,44.1,66.9,46.4,86.0,40.5,71.6,60.3,3,77.9,0,0,0,0,131,56.4,0
STU1825,23,Female,Computer Science,B.Tech,8,9.45,0,85.1,73.8,86.3,99.0,74.9,46.4,78.9,75.2,81.0,67.8,65.8,76.9,76.6,5,78.6,0,1,1,4,215,98.0,1
STU1826,21,Female,Information Technology,B.Tech,8,7.52,3,83.4,64.8,72.5,67.3,54.4,61.8,33.8,73.4,67.5,78.4,61.9,74.3,65.0,4,70.9,1,1,1,0,32,92.7,1
STU1827,21,Male,Information Technology,B.Tech,8,6.35,0,65.6,58.0,57.0,58.3,41.9,45.4,61.4,96.7,57.2,48.8,57.3,68.5,66.2,3,73.2,1,1,2,1,278,77.4,1
STU1828,22,Female,Electrical,B.Tech,8,7.37,0,79.4,58.5,60.8,59.8,36.8,55.4,58.3,61.5,56.9,64.0,55.2,58.9,58.4,1,26.9,1,1,2,0,46,75.9,0
STU1829,21,Male,Computer Science,B.Tech,8,7.39,0,81.7,69.9,63.9,74.3,81.7,68.3,51.6,73.4,68.5,54.7,64.9,66.9,57.9,0,20.0,3,0,0,1,11,72.6,1
STU1830,21,Male,Information Technology,B.Tech,8,,0,98.0,57.1,53.1,56.0,47.7,51.4,60.3,98.0,54.0,65.5,61.8,80.8,76.5,0,20.0,3,0,0,0,97,64.2,1
STU1831,21,Male,Electrical,B.Tech,8,7.42,0,88.5,63.7,62.6,78.7,57.1,38.1,33.4,59.8,64.1,75.7,59.5,71.7,65.6,2,37.2,0,1,1,2,42,65.4,1
STU1832,20,Female,Electrical,B.Tech,8,6.53,0,96.6,53.1,51.5,59.5,81.8,49.6,78.5,70.0,57.3,62.7,46.8,75.3,64.4,0,20.0,1,0,0,3,12,54.8,0
STU1833,21,Female,Information Technology,B.Tech,8,6.76,0,87.7,64.6,53.1,83.5,37.8,80.5,82.8,54.8,55.3,80.4,42.3,68.9,67.6,3,74.1,0,0,0,0,34,65.7,1
STU1834,21,Male,Information Technology,B.Tech,8,6.45,0,75.2,67.6,52.0,69.0,84.4,85.3,52.8,69.1,62.8,59.7,61.0,60.3,67.8,3,72.3,3,0,0,0,4,82.1,1
STU1835,21,Male,Computer Science,B.Tech,8,5.62,1,83.1,60.1,58.7,61.6,58.2,18.6,90.8,57.1,59.6,80.6,59.4,69.4,59.7,0,31.1,1,1,1,1,6,61.7,0
STU1836,23,Male,Civil,B.Tech,8,7.36,0,84.2,35.5,49.2,47.3,44.8,74.6,45.6,82.7,52.5,85.7,62.2,60.8,79.4,4,90.1,1,0,0,0,119,70.5,1
STU1837,21,Male,Computer Science,B.Tech,8,7.84,0,73.1,66.5,64.8,83.2,58.3,59.5,58.4,70.1,64.6,82.2,63.5,60.1,73.4,2,54.1,2,1,1,4,193,73.4,1
STU1838,21,Male,Civil,B.Tech,8,7.77,1,78.3,74.2,75.2,98.1,51.2,71.6,74.9,54.9,78.2,65.9,57.7,85.3,63.1,4,83.3,1,1,1,0,79,84.5,1
STU1839,22,Male,Electronics,B.Tech,8,8.1,2,80.0,75.7,69.3,80.3,68.6,45.1,44.7,79.8,72.6,44.5,62.0,67.4,55.6,4,82.5,0,1,2,0,130,97.1,1
STU1840,20,Female,Information Technology,B.Tech,8,7.56,0,97.3,69.1,69.8,62.9,52.3,23.2,29.9,70.5,62.5,77.0,53.1,63.8,76.5,1,28.7,1,1,1,1,129,75.8,1
STU1841,22,Male,Computer Science,B.Tech,8,6.61,0,62.2,40.3,35.7,41.0,33.3,65.5,26.2,81.3,35.4,68.5,86.3,89.8,57.0,2,39.7,2,0,0,2,42,63.6,0
STU1842,21,Male,Information Technology,B.Tech,8,8.12,0,93.5,60.6,68.2,68.5,58.7,38.1,85.0,51.9,68.8,58.3,53.8,81.0,62.5,1,28.1,2,1,1,0,83,90.8,1
STU1843,23,Male,Information Technology,B.Tech,8,5.71,0,73.1,45.1,48.1,58.5,41.7,30.0,43.5,73.2,44.4,63.3,59.8,67.9,73.3,3,61.7,2,0,0,0,49,74.6,1
STU1844,20,Female,Computer Science,B.Tech,8,6.21,0,69.0,62.0,51.1,64.7,65.1,31.3,49.0,78.8,45.4,87.2,54.9,76.7,79.7,2,43.4,0,0,0,0,99,49.0,1
STU1845,21,Female,Electronics,B.Tech,8,6.14,1,93.2,64.7,60.1,68.6,44.2,65.8,34.2,62.1,62.2,56.4,54.6,69.4,67.6,4,84.1,1,0,0,0,32,78.2,1
STU1846,20,Female,Civil,B.Tech,8,8.39,0,89.0,75.7,64.0,73.2,54.7,57.5,67.2,50.4,64.4,75.6,65.3,64.4,60.2,1,37.0,2,1,1,0,297,68.3,1
STU1847,24,Male,Information Technology,B.Tech,8,8.24,1,93.9,71.4,73.6,71.2,64.7,69.1,39.5,67.4,73.2,72.6,63.6,77.2,75.9,3,68.1,3,1,1,2,9,98.0,1
STU1848,21,Female,Electronics,B.Tech,8,7.74,1,89.6,62.0,60.2,72.1,58.8,67.0,44.1,85.2,68.9,65.7,58.6,68.4,63.0,5,98.0,0,1,1,0,106,93.7,1
STU1849,21,Male,Computer Science,B.Tech,8,8.38,2,98.0,56.9,64.6,81.2,65.8,47.4,56.8,83.8,64.6,77.7,61.0,72.8,74.2,3,77.0,0,1,1,0,38,92.7,1
STU1850,20,Female,Information Technology,B.Tech,8,6.23,0,87.3,37.1,41.4,46.1,72.2,53.7,35.0,62.0,46.9,89.6,54.9,83.2,77.3,0,20.0,2,0,0,1,55,56.0,0
STU1851,22,Female,Computer Science,B.Tech,8,7.58,2,80.5,61.6,60.8,75.2,44.6,45.8,49.1,50.0,58.4,66.4,70.6,82.0,56.2,2,60.1,1,1,1,0,54,77.4,0
STU1852,21,Female,Electronics,B.Tech,8,7.06,0,85.3,72.5,58.5,72.6,61.0,51.2,74.4,62.0,64.8,67.1,93.8,65.9,69.7,1,40.2,0,1,3,2,29,66.9,1
STU1853,22,Female,Civil,B.Tech,8,8.13,0,93.8,56.3,65.4,64.2,15.0,37.6,58.9,61.4,55.6,77.5,52.8,77.3,75.1,0,31.3,1,1,1,1,17,93.1,1
STU1854,21,Female,Electronics,B.Tech,8,7.07,0,74.6,48.8,42.1,46.1,65.7,62.0,54.1,74.3,42.0,81.0,70.5,59.6,73.8,2,66.1,4,1,1,0,19,89.9,1
STU1855,21,Male,Computer Science,B.Tech,8,6.78,0,75.8,72.1,63.9,59.7,57.5,74.4,55.4,66.5,63.4,68.5,65.6,77.0,58.9,1,40.8,2,0,0,2,119,64.9,1
STU1856,20,Female,Information Technology,B.Tech,8,7.79,1,79.1,67.7,66.0,66.1,47.2,40.3,45.8,57.5,60.3,66.3,74.4,73.6,66.7,3,66.0,1,0,0,0,29,54.0,1
STU1857,21,Male,Information Technology,B.Tech,8,8.16,0,62.0,74.9,79.4,73.4,66.7,78.1,83.9,83.5,84.0,43.4,74.8,76.2,65.3,2,51.0,2,1,1,1,143,79.0,1
STU1858,21,Female,Information Technology,B.Tech,8,6.46,0,83.3,64.0,63.6,82.5,79.6,57.0,39.0,70.0,53.3,60.7,67.9,68.7,70.9,3,60.3,0,1,2,2,76,80.0,1
STU1859,20,Male,Electrical,B.Tech,8,7.13,0,64.1,35.2,34.9,42.7,54.9,59.3,55.4,74.1,41.9,56.3,64.4,94.9,45.3,0,20.0,1,0,0,2,4,39.6,0
STU1860,22,Male,Electrical,B.Tech,8,6.04,0,82.5,50.4,41.6,42.3,47.8,24.4,53.8,43.9,52.2,78.2,58.9,62.1,59.1,0,29.0,1,0,0,0,11,52.6,0
STU1861,21,Male,Electronics,B.Tech,8,4.5,0,90.2,45.6,27.8,55.1,64.5,22.5,68.1,34.1,39.2,67.1,54.3,82.7,46.8,0,20.0,1,0,0,0,134,36.2,0
STU1862,21,Male,Information Technology,B.Tech,8,7.42,1,77.5,72.1,76.7,74.1,42.0,57.6,69.7,47.9,68.8,66.6,63.6,60.7,52.1,1,51.1,3,1,3,0,72,73.4,1
STU1863,21,Male,Computer Science,B.Tech,8,7.87,0,97.9,47.0,43.7,58.0,52.1,69.2,51.5,61.3,37.4,69.9,47.0,77.5,54.1,2,48.5,1,1,1,2,20,74.6,1
STU1864,21,Female,Computer Science,B.Tech,8,7.49,0,68.1,64.4,93.5,85.8,80.3,42.9,56.7,76.1,76.2,59.6,56.7,78.3,63.7,2,78.6,0,1,2,3,117,87.2,1
STU1865,21,Male,Information Technology,B.Tech,8,5.06,0,93.3,38.2,51.2,38.0,62.9,85.1,57.3,35.2,47.8,88.6,80.5,72.6,57.0,5,88.1,3,0,0,0,260,79.9,1
STU1866,21,Male,Information Technology,B.Tech,8,6.81,0,88.4,56.4,55.2,70.0,33.8,68.2,15.6,90.3,55.8,85.6,66.4,66.6,81.2,2,52.5,0,0,0,0,39,50.0,1
STU1867,21,Female,Electronics,B.Tech,8,4.76,0,65.7,48.5,42.9,47.0,35.0,38.6,26.6,70.4,40.5,89.4,77.5,73.6,70.9,0,20.0,1,0,0,2,49,49.2,0
STU1868,22,Male,Electronics,B.Tech,8,8.71,0,98.0,74.6,57.1,86.0,64.4,55.6,42.3,87.0,71.6,78.2,85.6,74.9,75.5,1,27.1,1,1,3,0,27,85.5,1
STU1869,23,Female,Computer Science,B.Tech,8,6.01,3,81.4,61.3,75.1,57.0,74.9,98.0,43.0,55.6,76.6,69.6,62.5,91.7,60.8,4,90.6,4,0,0,0,11,77.0,1
STU1870,21,Female,Information Technology,B.Tech,8,8.58,0,73.7,62.0,58.3,68.2,37.7,32.6,32.8,75.1,59.0,89.4,67.9,62.4,82.5,3,53.9,1,0,0,0,58,81.0,1
STU1871,21,Female,Computer Science,B.Tech,8,8.24,0,68.6,69.3,70.0,76.1,68.7,64.5,64.0,69.2,70.2,61.8,60.8,65.9,66.4,3,58.2,1,1,1,0,159,95.0,1
STU1872,22,Female,Computer Science,B.Tech,8,6.21,0,79.9,58.1,34.7,54.8,82.0,49.2,52.0,79.4,38.9,59.5,53.6,75.1,58.2,1,40.9,1,0,0,4,48,60.7,0
STU1873,21,Male,Electrical,B.Tech,8,5.95,2,80.8,45.7,45.9,35.8,90.3,67.7,48.6,64.7,43.7,62.8,51.7,69.2,63.9,1,42.4,4,1,1,4,41,74.4,0
STU1874,20,Female,Computer Science,B.Tech,8,7.59,0,83.0,72.6,75.5,89.1,67.0,77.8,31.9,74.6,76.6,76.3,76.8,70.9,69.6,1,21.1,2,1,1,0,36,68.9,1
STU1875,21,Male,Information Technology,B.Tech,8,6.27,0,79.2,52.6,55.4,48.2,69.6,48.0,51.3,83.4,55.8,60.9,67.9,83.8,67.4,4,85.8,0,0,0,3,81,51.5,1
STU1876,22,Male,Computer Science,B.Tech,8,7.31,1,88.0,61.9,61.2,72.9,30.0,75.1,10.0,58.9,59.0,68.1,90.9,41.0,65.8,1,36.3,2,0,0,0,30,57.0,1
STU1877,22,Female,Mechanical,B.Tech,8,6.67,0,78.3,62.5,56.3,51.8,93.5,95.0,49.4,71.4,58.0,50.8,78.6,65.4,55.4,2,40.8,2,1,1,2,91,76.7,1
STU1878,20,Male,Information Technology,B.Tech,8,5.24,0,63.6,36.5,25.5,21.4,53.4,56.2,53.0,41.6,28.8,75.8,54.8,52.8,54.4,2,42.1,2,0,0,0,6,56.7,0
STU1879,21,Female,Computer Science,B.Tech,8,4.75,0,80.6,53.7,54.0,63.9,48.0,69.1,55.9,77.8,52.5,51.8,76.8,58.8,63.1,2,29.7,2,0,0,2,158,56.6,0
STU1880,21,Female,Information Technology,B.Tech,8,7.45,0,59.5,42.8,32.3,41.9,58.2,44.4,27.0,95.4,39.7,58.8,60.7,98.0,61.2,1,52.2,1,1,1,0,15,87.7,0
STU1881,22,Female,Electronics,B.Tech,8,6.58,0,85.4,57.7,42.5,44.9,84.7,55.3,55.6,50.6,40.3,84.6,82.0,78.6,61.0,2,60.2,2,0,0,0,96,61.6,0
STU1882,20,Female,Civil,B.Tech,8,6.59,0,72.7,48.2,55.0,65.5,95.1,51.8,35.3,66.7,51.2,84.2,58.2,82.5,73.3,0,20.0,2,0,0,3,36,54.0,1
STU1883,20,Male,Computer Science,B.Tech,8,7.97,0,83.6,83.6,88.6,78.0,63.9,69.3,39.0,80.3,87.8,74.5,50.3,71.1,85.2,5,98.0,0,1,1,0,223,77.3,1
STU1884,22,Male,Mechanical,B.Tech,8,8.49,0,94.5,69.9,75.3,83.9,77.0,76.7,63.5,68.4,69.7,73.3,53.9,80.3,72.8,0,20.0,1,0,0,4,105,75.8,1
STU1885,21,Female,Civil,B.Tech,8,6.9,0,73.0,57.9,48.9,59.0,62.6,53.0,84.2,70.3,51.0,63.6,54.6,52.6,67.9,0,29.1,0,1,1,0,14,52.1,0
STU1886,22,Male,Mechanical,B.Tech,8,6.83,3,92.1,56.3,53.4,82.4,46.4,82.6,52.8,62.5,52.6,60.7,53.2,83.4,63.0,2,45.0,2,0,0,0,109,59.7,0
STU1887,21,Female,Electronics,B.Tech,8,7.75,1,77.9,58.8,56.3,56.2,84.2,82.5,38.9,62.0,55.2,65.7,57.0,63.0,51.0,3,61.4,2,1,3,2,24,94.6,0
STU1888,20,Female,Electronics,B.Tech,8,5.71,1,98.0,39.2,32.1,53.5,52.7,70.2,55.0,66.8,35.7,51.8,77.0,66.2,42.0,1,32.1,1,0,0,1,10,53.8,0
STU1889,21,Female,Information Technology,B.Tech,8,7.45,0,78.5,71.7,73.5,71.6,85.0,45.7,67.0,68.6,73.2,73.0,90.1,77.6,78.9,2,43.4,2,0,0,0,256,80.9,1
STU1890,22,Male,Electrical,B.Tech,8,7.81,0,74.0,67.4,71.5,61.7,81.5,44.0,61.9,51.5,58.9,,46.4,75.5,63.7,0,34.0,2,1,3,0,11,80.0,1
STU1891,22,Male,Information Technology,B.Tech,8,7.95,0,88.5,73.5,84.6,87.1,71.2,40.4,95.0,67.1,82.3,58.8,82.7,72.9,70.0,0,29.0,3,1,1,1,16,78.1,1
STU1892,22,Male,Electronics,B.Tech,8,5.07,0,77.9,51.8,32.6,42.3,89.4,72.1,40.6,90.0,40.8,88.8,58.3,57.0,79.1,2,51.1,0,1,1,0,13,73.6,0
STU1893,21,Male,Information Technology,B.Tech,8,6.36,3,74.0,56.7,66.9,54.2,95.5,33.2,56.0,62.1,71.5,77.3,69.9,73.1,69.6,1,45.2,1,0,0,0,50,63.7,0
STU1894,22,Female,Electronics,B.Tech,8,6.23,0,77.5,54.9,47.5,46.3,59.4,67.2,76.8,50.7,45.2,78.3,41.8,82.6,61.0,3,48.7,2,1,1,1,287,77.6,1
STU1895,21,Male,Electrical,B.Tech,8,7.31,0,81.6,62.0,62.9,74.5,49.9,35.5,75.8,65.9,58.1,64.2,72.3,66.1,59.1,3,52.7,0,0,0,1,35,71.9,1
STU1896,21,Male,Computer Science,B.Tech,8,7.73,0,94.8,72.2,87.1,79.7,34.0,69.8,20.8,58.0,78.6,70.0,36.9,86.5,73.7,4,84.7,1,1,1,3,103,88.1,1
STU1897,22,Male,Electrical,B.Tech,8,8.85,0,63.6,76.2,62.1,60.1,95.7,55.3,51.9,49.3,71.2,77.5,69.4,62.4,67.9,1,42.4,1,1,2,1,41,78.6,1
STU1898,20,Female,Information Technology,B.Tech,8,6.66,0,82.2,56.7,46.7,65.3,55.4,79.0,75.8,69.9,41.9,71.8,68.6,72.1,60.2,2,52.8,2,0,0,0,39,65.8,0
STU1899,20,Female,Electrical,B.Tech,8,6.65,0,87.9,47.9,57.8,63.3,79.0,75.5,95.0,58.1,48.7,89.2,67.7,88.9,64.9,4,61.2,1,1,1,0,112,82.6,0
STU1900,21,Male,Information Technology,B.Tech,8,8.46,0,83.8,78.1,92.6,69.4,50.9,80.8,63.3,59.3,88.3,67.6,54.7,64.5,88.4,3,54.4,1,0,0,0,93,69.4,1
STU1901,20,Male,Information Technology,B.Tech,8,7.53,2,94.4,51.6,69.2,69.1,85.1,81.3,46.1,70.1,55.7,63.9,72.7,83.6,66.8,1,39.2,1,1,1,0,35,82.0,0
STU1902,21,Male,Mechanical,B.Tech,8,8.59,0,81.3,64.3,70.9,65.2,51.5,57.6,35.9,46.5,74.5,77.6,70.5,93.7,62.2,2,74.3,0,1,1,0,182,67.1,1
STU1903,21,Male,Computer Science,B.Tech,8,7.52,2,80.2,55.4,57.3,74.3,44.1,34.1,87.5,43.6,54.1,54.8,62.1,73.9,56.4,4,92.2,3,1,3,2,7,88.6,0
STU1904,21,Female,Electrical,B.Tech,8,5.93,1,87.6,57.4,77.5,69.0,58.9,36.1,63.7,77.4,63.0,81.1,74.4,66.2,78.6,2,65.8,1,0,0,2,9,63.1,1
STU1905,22,Female,Information Technology,B.Tech,8,5.73,0,82.9,56.2,58.5,60.9,54.0,17.4,38.4,41.0,60.4,54.4,63.7,63.5,45.1,3,68.4,1,1,1,1,450,76.3,0
STU1906,22,Male,Information Technology,B.Tech,8,5.49,1,78.3,31.5,42.6,39.5,70.9,35.5,48.7,54.3,45.1,77.7,72.4,86.4,63.0,2,53.3,0,0,0,1,132,59.9,0
STU1907,21,Male,Computer Science,B.Tech,8,7.93,0,86.9,55.2,57.3,64.9,61.2,56.2,57.0,42.8,58.3,62.2,63.2,86.0,49.8,1,24.7,1,1,1,0,127,78.6,1
STU1908,21,Other,Information Technology,B.Tech,8,8.51,3,75.8,75.4,80.2,82.2,71.4,44.9,60.7,61.2,84.1,75.7,68.0,87.9,82.2,1,44.5,3,0,0,1,72,60.4,1
STU1909,21,Male,Computer Science,B.Tech,8,9.23,0,76.2,58.4,65.6,65.5,57.6,51.8,37.6,74.0,70.4,80.9,73.0,71.6,77.2,0,20.0,4,1,1,2,33,88.4,1
STU1910,21,Female,Computer Science,B.Tech,8,8.13,0,77.0,79.3,69.7,81.1,52.0,63.9,42.2,69.6,69.9,71.8,59.4,83.4,68.8,1,41.9,1,1,2,1,77,80.8,1
